ensembl_gene_id	external_gene_name	start_position	end_position	strand	gene_biotype
ENSG00000163157	TMOD4	151142462	151148760	-1	protein_coding
ENSG00000163159	VPS72	151142463	151167797	-1	protein_coding
ENSG00000163191	S100A11	152004982	152020383	-1	protein_coding
ENSG00000163202	LCE3D	152551857	152552980	-1	protein_coding
ENSG00000163206	SMCP	152850793	152857523	1	protein_coding
ENSG00000163207	IVL	152881021	152884362	1	protein_coding
ENSG00000163209	SPRR3	152974223	152976332	1	protein_coding
ENSG00000163216	SPRR2D	153012201	153014407	-1	protein_coding
ENSG00000163218	PGLYRP4	153302596	153321316	-1	protein_coding
ENSG00000163220	S100A9	153330330	153333503	1	protein_coding
ENSG00000163221	S100A12	153346184	153348125	-1	protein_coding
ENSG00000163239	TDRD10	154474695	154520623	1	protein_coding
ENSG00000163263	C1orf189	154171848	154178809	-1	protein_coding
ENSG00000163344	PMVK	154897210	154909467	-1	protein_coding
ENSG00000163346	PBXIP1	154916552	154928599	-1	protein_coding
ENSG00000163348	PYGO2	154929502	154936329	-1	protein_coding
ENSG00000163349	HIPK1	114471814	114520426	1	protein_coding
ENSG00000163352	LENEP	154966062	154966791	1	protein_coding
ENSG00000163354	DCST2	154990996	155006257	-1	protein_coding
ENSG00000163357	DCST1	155006300	155023406	1	protein_coding
ENSG00000163362	C1orf106	200860176	200884863	1	protein_coding
ENSG00000163374	YY1AP1	155629237	155658791	-1	protein_coding
ENSG00000163382	APOA1BP	156561554	156564091	1	protein_coding
ENSG00000163386	NBPF10	145289772	145370303	1	protein_coding
ENSG00000163393	SLC22A15	116519119	116612675	1	protein_coding
ENSG00000163395	IGFN1	201159953	201198080	1	protein_coding
ENSG00000163399	ATP1A1	116915290	116952883	1	protein_coding
ENSG00000163431	LMOD1	201865580	201915715	-1	protein_coding
ENSG00000163435	ELF3	201977073	201986316	1	protein_coding
ENSG00000163444	TMEM183A	202976514	202993976	1	protein_coding
ENSG00000163462	TRIM46	155145873	155157447	1	protein_coding
ENSG00000163463	KRTCAP2	155141884	155145951	-1	protein_coding
ENSG00000163467	TSACC	156307105	156316786	1	protein_coding
ENSG00000163468	CCT3	156278759	156337664	-1	protein_coding
ENSG00000163472	TMEM79	156252726	156262976	1	protein_coding
ENSG00000163479	SSR2	155978839	155990750	-1	protein_coding
ENSG00000163485	ADORA1	203059782	203136533	1	protein_coding
ENSG00000163486	SRGAP2	206516200	206637783	1	protein_coding
ENSG00000163518	FCRL4	157543539	157567870	-1	protein_coding
ENSG00000163531	NFASC	204797779	204991950	1	protein_coding
ENSG00000163534	FCRL1	157764193	157789895	-1	protein_coding
ENSG00000163545	NUAK2	205271187	205290883	-1	protein_coding
ENSG00000163554	SPTA1	158580496	158656488	-1	protein_coding
ENSG00000163563	MNDA	158801107	158819296	1	protein_coding
ENSG00000163564	PYHIN1	158900586	158946844	1	protein_coding
ENSG00000163565	IFI16	158969758	159024945	1	protein_coding
ENSG00000163568	AIM2	159032274	159116886	-1	protein_coding
ENSG00000163866	SMIM12	35178338	35325417	-1	protein_coding
ENSG00000163867	ZMYM6	35449523	35497569	-1	protein_coding
ENSG00000163873	GRIK3	37261128	37499730	-1	protein_coding
ENSG00000163874	ZC3H12A	37940153	37949980	1	protein_coding
ENSG00000163875	MEAF6	37958176	37980375	-1	protein_coding
ENSG00000163877	SNIP1	38000050	38019903	-1	protein_coding
ENSG00000163879	DNALI1	38022520	38032458	1	protein_coding
ENSG00000163909	HEYL	40089825	40105617	-1	protein_coding
ENSG00000164002	EXO5	40974413	40982228	1	protein_coding
ENSG00000164007	CLDN19	43198764	43205925	-1	protein_coding
ENSG00000164008	C1orf50	43232940	43263968	1	protein_coding
ENSG00000164010	ERMAP	43282795	43310660	1	protein_coding
ENSG00000164011	ZNF691	43312280	43318148	1	protein_coding
ENSG00000168118	RAB4A	229406822	229441641	1	protein_coding
ENSG00000168148	HIST3H3	228612546	228613026	-1	protein_coding
ENSG00000168159	RNF187	228674762	228683467	1	protein_coding
ENSG00000168243	GNG4	235710987	235814054	-1	protein_coding
ENSG00000168264	IRF2BP2	234740015	234745271	-1	protein_coding
ENSG00000168275	COA6	234509202	234519795	1	protein_coding
ENSG00000168389	MFSD2A	40420802	40435638	1	protein_coding
ENSG00000168509	HFE2	145413095	145417545	1	protein_coding
ENSG00000168528	SERINC2	31882412	31907525	1	protein_coding
ENSG00000168614	NBPF9	144811744	144830413	1	protein_coding
ENSG00000168653	NDUFS5	39491990	39500308	1	protein_coding
ENSG00000168679	SLC16A4	110905470	110933704	-1	protein_coding
ENSG00000168710	AHCYL1	110527308	110566357	1	protein_coding
ENSG00000168765	GSTM4	110198703	110208118	1	protein_coding
ENSG00000169174	PCSK9	55505221	55530525	1	protein_coding
ENSG00000169213	RAB3B	52373628	52456436	-1	protein_coding
ENSG00000169214	OR6F1	247875045	247876105	-1	protein_coding
ENSG00000169218	RSPO1	38076951	38100595	-1	protein_coding
ENSG00000169224	GCSAML	247670360	247740992	1	protein_coding
ENSG00000169231	THBS3	155165379	155178842	-1	protein_coding
ENSG00000169241	SLC50A1	155107820	155111329	1	protein_coding
ENSG00000169242	EFNA1	155099936	155107333	1	protein_coding
ENSG00000169291	SHE	154442248	154474589	-1	protein_coding
ENSG00000169403	PTAFR	28473677	28520447	-1	protein_coding
ENSG00000169418	NPR1	153651113	153666468	1	protein_coding
ENSG00000169442	CD52	26644448	26647014	1	protein_coding
ENSG00000169469	SPRR1B	153003678	153005376	1	protein_coding
ENSG00000169474	SPRR1A	152956557	152958289	1	protein_coding
ENSG00000169504	CLIC4	25071848	25170815	1	protein_coding
ENSG00000169509	CRCT1	152486978	152488486	1	protein_coding
ENSG00000169598	DFFB	3773845	3801993	1	protein_coding
ENSG00000169641	LUZP1	23410516	23504301	-1	protein_coding
ENSG00000169717	ACTRT2	2938046	2939465	1	protein_coding
ENSG00000169885	CALML6	1846266	1848735	1	protein_coding
ENSG00000169905	TOR1AIP2	179809102	179846938	-1	protein_coding
ENSG00000169914	OTUD3	20209006	20239438	1	protein_coding
ENSG00000169962	TAS1R3	1266694	1270686	1	protein_coding
ENSG00000169972	PUSL1	1243947	1247057	1	protein_coding
ENSG00000169991	IFFO2	19230775	19283180	-1	protein_coding
ENSG00000170075	GPR37L1	202091986	202102720	1	protein_coding
ENSG00000170128	GPR25	200842083	200843306	1	protein_coding
ENSG00000170382	LRRN2	204586298	204654861	-1	protein_coding
ENSG00000170385	SLC30A1	211744910	211752084	-1	protein_coding
ENSG00000170498	KISS1	204159469	204165614	-1	protein_coding
ENSG00000170989	S1PR1	101702444	101707074	1	protein_coding
ENSG00000171161	ZNF672	249132409	249143716	1	protein_coding
ENSG00000171163	ZNF692	249144205	249153343	-1	protein_coding
ENSG00000171180	OR2M4	248402231	248403166	1	protein_coding
ENSG00000171357	LURAP1	46669006	46686933	1	protein_coding
ENSG00000171385	KCND3	112313284	112531777	-1	protein_coding
ENSG00000171488	LRRC8C	90098631	90235462	1	protein_coding
ENSG00000171492	LRRC8D	90286573	90402170	1	protein_coding
ENSG00000171502	COL24A1	86194916	86622626	-1	protein_coding
ENSG00000171517	LPAR3	85277285	85358896	-1	protein_coding
ENSG00000171603	CLSTN1	9789084	9884584	-1	protein_coding
ENSG00000171608	PIK3CD	9711790	9789172	1	protein_coding
ENSG00000171612	SLC25A33	9599541	9645237	1	protein_coding
ENSG00000171621	SPSB1	9352939	9429591	1	protein_coding
ENSG00000171680	PLEKHG5	6526152	6580121	-1	protein_coding
ENSG00000171722	C1orf111	162342993	162346660	-1	protein_coding
ENSG00000171729	TMEM51	15479028	15546976	1	protein_coding
ENSG00000171735	CAMTA1	6845384	7829766	1	protein_coding
ENSG00000171786	NHLH1	160336857	160342638	1	protein_coding
ENSG00000171790	SLFNL1	41481269	41488909	-1	protein_coding
ENSG00000171793	CTPS1	41445007	41478235	1	protein_coding
ENSG00000171806	METTL18	169761670	169764107	-1	protein_coding
ENSG00000171812	COL8A2	36560837	36590821	-1	protein_coding
ENSG00000171819	ANGPTL7	11249398	11256038	1	protein_coding
ENSG00000171824	EXOSC10	11126675	11159938	-1	protein_coding
ENSG00000171872	KLF17	44584522	44600812	1	protein_coding
ENSG00000171943	SRGAP2C	121107124	121129949	1	pseudogene
ENSG00000171960	PPIH	43124096	43142429	1	protein_coding
ENSG00000172031	EPHX4	92495539	92529093	1	protein_coding
ENSG00000172155	LCE1D	152769227	152770657	1	protein_coding
ENSG00000172260	NEGR1	71861623	72748417	-1	protein_coding
ENSG00000172339	ALG14	95439963	95538501	-1	protein_coding
ENSG00000172380	GNG12	68167149	68299150	-1	protein_coding
ENSG00000172410	INSL5	67263424	67266939	-1	protein_coding
ENSG00000172456	FGGY	59762310	60233347	1	protein_coding
ENSG00000173080	RXFP4	155911480	155912625	1	protein_coding
ENSG00000173110	HSPA6	161494036	161496681	1	protein_coding
ENSG00000173171	MTX1	155178490	155183615	1	protein_coding
ENSG00000173207	CKS1B	154947129	154951725	1	protein_coding
ENSG00000173212	MAB21L3	116654376	116677861	1	protein_coding
ENSG00000173218	VANGL1	116184574	116240845	1	protein_coding
ENSG00000173285	OR10K1	158435272	158436344	1	protein_coding
ENSG00000173369	C1QB	22979255	22988031	1	protein_coding
ENSG00000173372	C1QA	22962999	22966101	1	protein_coding
ENSG00000173406	DAB1	57460451	59012406	-1	protein_coding
ENSG00000173409	ARV1	231114727	231136341	1	protein_coding
ENSG00000173436	MINOS1	19923477	19956314	1	protein_coding
ENSG00000173614	NMNAT1	10003486	10045559	1	protein_coding
ENSG00000173627	APOBEC4	183615541	183622451	-1	protein_coding
ENSG00000173641	HSPB7	16340523	16346089	-1	protein_coding
ENSG00000173660	UQCRH	46769303	46782448	1	protein_coding
ENSG00000173662	TAS1R1	6615241	6639817	1	protein_coding
ENSG00000173673	HES3	6304252	6305638	1	protein_coding
ENSG00000173726	TOMM20	235272651	235292251	-1	protein_coding
ENSG00000173728	C1orf100	244515937	244552965	1	protein_coding
ENSG00000173810	PPIAP7	101736431	101736919	-1	pseudogene
ENSG00000173846	PLK3	45265897	45271662	1	protein_coding
ENSG00000173947	PIFO	111888910	111895635	1	protein_coding
ENSG00000174021	GNG5	84964008	84972248	-1	protein_coding
ENSG00000174059	CD34	208057594	208084747	-1	protein_coding
ENSG00000174151	CYB561D1	110036674	110045554	1	protein_coding
ENSG00000174175	SELP	169558087	169599431	-1	protein_coding
ENSG00000174307	PHLDA3	201434620	201438365	-1	protein_coding
ENSG00000174332	GLIS1	53971910	54199877	-1	protein_coding
ENSG00000174348	PODN	53527854	53551174	1	protein_coding
ENSG00000174371	EXO1	242011269	242058450	1	protein_coding
ENSG00000174502	SLC26A9	205882176	205912588	-1	protein_coding
ENSG00000174514	MFSD4	205538013	205572046	1	protein_coding
ENSG00000174529	TMEM81	205052258	205053645	-1	protein_coding
ENSG00000174567	GOLT1A	204167288	204183220	-1	protein_coding
ENSG00000174574	AKIRIN1	39456895	39471731	1	protein_coding
ENSG00000174606	ANGEL2	213165524	213189168	-1	protein_coding
ENSG00000174827	PDZK1	145726918	145764074	1	protein_coding
ENSG00000174842	GLMN	92711959	92764544	-1	protein_coding
ENSG00000174876	AMY1B	104230037	104239302	-1	protein_coding
ENSG00000174950	CD164L2	27705666	27709870	-1	protein_coding
ENSG00000175087	PDIK1L	26437664	26452034	1	protein_coding
ENSG00000175130	MARCKSL1	32799433	32801980	-1	protein_coding
ENSG00000175137	SH3BP5L	249104648	249120832	-1	protein_coding
ENSG00000175143	OR2T1	248569296	248570405	1	protein_coding
ENSG00000175147	TMEM51-AS1	15442448	15478960	-1	processed_transcript
ENSG00000175206	NPPA	11905766	11908402	-1	protein_coding
ENSG00000175262	C1orf127	11006528	11042094	-1	protein_coding
ENSG00000175279	APITD1	10490159	10512210	1	protein_coding
ENSG00000175658	DRD5P2	148900615	148903715	1	pseudogene
ENSG00000175707	C1orf172	27276053	27286897	-1	protein_coding
ENSG00000175756	AURKAIP1	1309110	1310875	-1	protein_coding
ENSG00000175793	SFN	27189633	27190947	1	protein_coding
ENSG00000175984	DENND2C	115125469	115213043	-1	protein_coding
ENSG00000176022	B3GALT6	1167629	1170421	1	protein_coding
ENSG00000176075	LINC00302	152627953	152629280	1	lincRNA
ENSG00000176083	ZNF683	26688125	26701013	-1	protein_coding
ENSG00000176092	AIM1L	26648350	26680621	-1	protein_coding
ENSG00000176256	HMGB4	34326076	34330392	1	protein_coding
ENSG00000176261	ZBTB8OS	33065773	33116504	-1	protein_coding
ENSG00000176378	PFN1P10	21786249	21786575	-1	pseudogene
ENSG00000176393	RNPEP	201951500	201975275	1	protein_coding
ENSG00000176444	CLK2	155232659	155248282	-1	protein_coding
ENSG00000176754	LINC00303	204001575	204010393	-1	lincRNA
ENSG00000176855	KRT18P28	182928209	182929540	-1	pseudogene
ENSG00000177000	MTHFR	11845780	11866977	-1	protein_coding
ENSG00000177133	LINC00982	2976179	2985001	-1	antisense
ENSG00000177144	NUDT4P1	145139025	145139569	-1	pseudogene
ENSG00000177151	OR2T35	248801588	248802559	-1	protein_coding
ENSG00000177173	NAP1L4P1	117075558	117076714	-1	pseudogene
ENSG00000177174	OR14C36	248512077	248513015	1	protein_coding
ENSG00000177181	RIMKLA	42846466	42888249	1	protein_coding
ENSG00000177186	OR2M7	248486894	248487899	-1	protein_coding
ENSG00000177201	OR2T12	248457918	248458880	-1	protein_coding
ENSG00000177212	OR2T33	248436073	248437138	-1	protein_coding
ENSG00000177233	OR2M1P	248285234	248286184	1	pseudogene
ENSG00000177272	KCNA3	111214310	111217655	-1	protein_coding
ENSG00000177275	OR2AJ1	248097071	248098057	1	protein_coding
ENSG00000177301	KCNA2	111136202	111174096	-1	protein_coding
ENSG00000177414	UBE2U	64669310	64733051	1	protein_coding
ENSG00000177462	OR2T8	248084320	248085258	1	protein_coding
ENSG00000177476	OR2G3	247768856	247769838	1	protein_coding
ENSG00000177489	OR2G2	247751662	247752615	1	protein_coding
ENSG00000177535	OR2B11	247614255	247615308	-1	protein_coding
ENSG00000177551	NHLH2	116378998	116386538	-1	protein_coding
ENSG00000177553	RP11-56N19.5	11837134	11839676	-1	antisense
ENSG00000177606	JUN	59246465	59249785	-1	protein_coding
ENSG00000177614	PGBD5	230457392	230561475	-1	protein_coding
ENSG00000177628	GBA	155204243	155214490	-1	protein_coding
ENSG00000177674	AGTRAP	11796141	11814859	1	protein_coding
ENSG00000177757	FAM87B	752751	755214	1	lincRNA
ENSG00000177770	CDKN2AIPNLP1	226680889	226681190	-1	pseudogene
ENSG00000177800	TMEM78	229385383	229387557	1	protein_coding
ENSG00000177807	KCNJ10	160007257	160040038	-1	protein_coding
ENSG00000177868	CCDC23	43272723	43282954	-1	protein_coding
ENSG00000177888	ZBTB41	197122810	197169672	-1	protein_coding
ENSG00000177954	RPS27	153963235	153964626	1	protein_coding
ENSG00000178028	DMAP1	44679127	44686353	1	protein_coding
ENSG00000178096	BOLA1	149859440	149872351	1	protein_coding
ENSG00000178104	PDE4DIP	144836157	145076186	-1	protein_coding
ENSG00000178395	C1orf65	223566715	223568812	1	protein_coding
ENSG00000178585	CTNNBIP1	9908334	9970394	-1	protein_coding
ENSG00000178596	GAPDHP29	94767594	94768578	1	pseudogene
ENSG00000178796	RIIAD1	151682909	151702281	1	protein_coding
ENSG00000178821	TMEM52	1849029	1850712	-1	protein_coding
ENSG00000178828	RNF186	20140523	20141771	-1	protein_coding
ENSG00000178922	HYI	43916824	43919660	-1	protein_coding
ENSG00000178965	C1orf173	75033795	75139422	-1	protein_coding
ENSG00000179002	TAS1R2	19166093	19186176	-1	protein_coding
ENSG00000179023	KLHDC7A	18807424	18812478	1	protein_coding
ENSG00000179051	RCC2	17733256	17766220	-1	protein_coding
ENSG00000179085	DPM3	155112367	155113071	-1	protein_coding
ENSG00000179163	FUCA1	24171567	24194784	-1	protein_coding
ENSG00000179172	HNRNPCL1	12907261	12908578	-1	protein_coding
ENSG00000179178	TMEM125	43735665	43739673	1	protein_coding
ENSG00000179397	C1orf101	244617679	244804479	1	protein_coding
ENSG00000179403	VWA1	1370241	1378262	1	protein_coding
ENSG00000179412	HNRNPCP5	13182960	13184326	-1	pseudogene
ENSG00000179452	RP11-380B22.1	181205524	181207740	1	lincRNA
ENSG00000179456	ZBTB18	244214585	244220778	1	protein_coding
ENSG00000179546	HTR1D	23516993	23521222	-1	protein_coding
ENSG00000179571	NBPF23	149089875	149130302	-1	pseudogene
ENSG00000179639	FCER1A	159259504	159278014	1	protein_coding
ENSG00000179743	RP11-169K16.9	16160560	16174642	-1	antisense
ENSG00000179840	C1orf200	9712668	9714644	-1	protein_coding
ENSG00000179862	CITED4	41326729	41328018	-1	protein_coding
ENSG00000179902	C1orf194	109648573	109656479	-1	protein_coding
ENSG00000179914	ITLN1	160846329	160854960	-1	protein_coding
ENSG00000179930	ZNF648	182023705	182030847	-1	protein_coding
ENSG00000180098	TRNAU1AP	28879597	28905051	1	protein_coding
ENSG00000180198	RCC1	28832455	28865812	1	protein_coding
ENSG00000180287	PLD5	242246288	242687998	-1	protein_coding
ENSG00000180409	OR10AA1P	158778189	158779125	-1	pseudogene
ENSG00000180433	OR6K6	158724510	158725681	1	protein_coding
ENSG00000180437	OR6K4P	158693903	158694902	-1	pseudogene
ENSG00000180488	FAM73A	78245309	78344106	1	protein_coding
ENSG00000180667	YOD1	207217194	207226325	-1	protein_coding
ENSG00000180708	OR10K2	158389718	158390656	-1	protein_coding
ENSG00000180758	GPR157	9160364	9189229	-1	protein_coding
ENSG00000180867	PDIA3P1	146649692	146651206	1	pseudogene
ENSG00000180869	C1orf180	85093913	85100703	-1	protein_coding
ENSG00000180875	GREM2	240652873	240775449	-1	protein_coding
ENSG00000180999	C1orf105	172389828	172437971	1	protein_coding
ENSG00000181036	FCRL6	159770301	159786041	1	protein_coding
ENSG00000181039	ANKRD34A	145470508	145475646	1	protein_coding
ENSG00000181101	SDCCAG3P2	175013762	175014784	-1	pseudogene
ENSG00000181201	HIST3H2BA	228651804	228652327	-1	pseudogene
ENSG00000181218	HIST3H2A	228645065	228645560	-1	protein_coding
ENSG00000181450	ZNF678	227751244	227865144	1	protein_coding
ENSG00000181656	GPR88	101003693	101007574	1	protein_coding
ENSG00000181754	AMIGO1	110046797	110052360	-1	protein_coding
ENSG00000181773	GPR3	27719148	27722318	1	protein_coding
ENSG00000181817	LSM10	36856839	36863493	-1	protein_coding
ENSG00000181873	IBA57	228353516	228369958	1	protein_coding
ENSG00000182004	SNRPE	203830731	203839678	1	protein_coding
ENSG00000182118	FAM89A	231154704	231175992	-1	protein_coding
ENSG00000182134	TDRKH	151742583	151763892	-1	protein_coding
ENSG00000182183	FAM159A	53099016	53135355	1	protein_coding
ENSG00000182217	HIST2H4B	149825607	149832714	-1	protein_coding
ENSG00000182330	PRAMEF8	13386646	13390765	-1	protein_coding
ENSG00000182749	PAQR7	26187701	26197744	-1	protein_coding
ENSG00000182783	OR2T29	248721784	248722797	-1	protein_coding
ENSG00000182795	C1orf116	207191866	207206101	-1	protein_coding
ENSG00000182827	ACBD3	226332380	226374431	-1	protein_coding
ENSG00000182866	LCK	32716840	32751766	1	protein_coding
ENSG00000182898	TCHHL1	152056620	152061540	-1	protein_coding
ENSG00000182901	RGS7	240931554	241520530	-1	protein_coding
ENSG00000183114	FAM43B	20878932	20881512	1	protein_coding
ENSG00000183130	OR2T11	248789420	248790491	-1	protein_coding
ENSG00000183155	RABIF	202848085	202858263	-1	protein_coding
ENSG00000183291	SEP15	87328132	87380107	-1	protein_coding
ENSG00000183310	OR2T34	248737022	248738080	-1	protein_coding
ENSG00000183317	EPHA10	38179552	38230805	-1	protein_coding
ENSG00000183347	GBP6	89829617	89852020	1	protein_coding
ENSG00000183386	FHL3	38462442	38471278	-1	protein_coding
ENSG00000183431	SF3A3	38422647	38456593	-1	protein_coding
ENSG00000183508	FAM46C	118148556	118170994	1	protein_coding
ENSG00000183520	UTP11L	38474930	38490496	1	protein_coding
ENSG00000183558	HIST2H2AA3	149813505	149814478	-1	protein_coding
ENSG00000183586	HMGN3P1	152372053	152372245	1	pseudogene
